293	80.7651
294.84	-0
296.68	-0
298.52	-0
300.36	1.31368
302.2	-0
304.04	-0
305.88	-0
307.72	-0
309.56	-0
311.4	-0
313.24	-0
315.08	-0
316.92	-0
318.76	-0
320.6	-0
322.44	-0
324.28	-0
326.12	-0
327.96	-0
329.8	-0
331.64	-0
333.48	-0
335.32	-0
337.16	-0
339	-0
340.84	-0
342.68	-0
344.52	-0
346.36	-0
348.2	-0
350.04	-0
351.88	-0
353.72	-0
355.56	-0
357.4	-0
359.24	-0
361.08	-0
362.92	-0
364.76	-0
366.6	-0
368.44	-0
370.28	-0
372.12	-0
373.96	-0
375.8	-0
377.64	-0
379.48	10.215
381.32	35.2125
383.16	42.6116
385	59.4854
386.84	94.242
388.68	122.893
390.52	155.871
392.36	170.42
394.2	185.878
396.04	136.498
397.88	74.8341
399.72	4.48011
401.56	-0
403.4	-0
405.24	-0
407.08	-0
408.92	-0
410.76	-0
412.6	-0
414.44	-0
416.28	-0
418.12	-0
419.96	-0
421.8	-0
423.64	-0
425.48	-0
427.32	-0
429.16	-0
431	-0
432.84	-0
434.68	-0
436.52	-0
438.36	-0
440.2	-0
442.04	-0
443.88	-0
445.72	-0
447.56	-0
449.4	-0
451.24	-0
453.08	-0
454.92	-0
456.76	-0
458.6	-0
460.44	-0
462.28	-0
464.12	-0
465.96	-0
467.8	-0
469.64	-0
471.48	-0
473.32	-0
475.16	-0
477	-0
478.84	-0
480.68	-0
482.52	-0
484.36	-0
486.2	-0
488.04	-0
489.88	-0
491.72	-0
493.56	-0
495.4	-0
497.24	-0
499.08	-0
500.92	-0
502.76	-0
504.6	-0
506.44	-0
508.28	-0
510.12	-0
511.96	-0
513.8	-0
515.64	-0
517.48	-0
519.32	-0
521.16	-0
523	-0
524.84	-0
526.68	-0
528.52	-0
530.36	-0
532.2	-0
534.04	-0
535.88	-0
537.72	-0
539.56	-0
541.4	-0
543.24	-0
545.08	-0
546.92	-0
548.76	-0
550.6	-0
552.44	-0
554.28	-0
556.12	-0
557.96	-0
559.8	-0
561.64	-0
563.48	-0
565.32	-0
567.16	-0
569	-0
570.84	-0
572.68	-0
574.52	-0
576.36	-0
578.201	-0
580.041	-0
581.881	-0
583.721	-0
585.561	-0
587.401	-0
589.241	-0
591.081	-0
592.921	-0
594.761	-0
596.601	-0
598.441	-0
600.281	-0
602.121	-0
603.961	-0
605.801	-0
607.641	-0
609.481	-0
611.321	-0
613.161	-0
615.001	-0
616.841	1.96131
618.681	6.93765
620.521	48.1013
622.361	34.6739
624.201	82.0035
626.041	24.2087
627.881	50.6951
629.721	16.3145
631.561	69.7422
633.401	31.6325
635.241	28.0489
637.081	28.3766
638.921	-0
640.761	23.7294
642.601	13.6561
644.441	-0
646.281	-0
648.122	-0
649.962	-0
651.802	-0
653.642	-0
655.482	-0
657.322	-0
659.162	-0
661.002	-0
662.842	-0
664.682	-0
666.522	-0
668.362	-0
670.202	-0
672.042	-0
673.882	-0
675.722	-0
677.562	-0
679.402	-0
681.242	-0
683.082	-0
684.922	-0
686.762	-0
688.602	-0
690.442	-0
692.282	-0
694.122	-0
695.962	-0
697.802	-0
699.642	-0
701.482	5.08791
703.322	17.1322
705.162	27.693
707.002	33.086
708.842	59.7249
710.682	40.9587
712.522	77.2496
714.362	81.5355
716.203	80.8262
718.043	93.1128
719.883	86.2289
721.723	95.0122
723.563	98.16
725.403	87.5706
727.243	78.3048
729.083	91.6025
730.923	80.436
732.763	67.1645
734.603	74.0512
736.443	54.955
738.283	70.723
740.123	49.4219
741.963	43.6713
743.803	51.65
745.643	43.6378
747.483	15.9053
749.323	3.58622
751.163	-0
753.003	-0
754.843	-0
756.683	-0
758.523	-0
760.363	-0
762.203	-0
764.043	-0
765.883	-0
767.723	-0
769.563	-0
771.403	-0
773.243	-0
775.083	-0
776.923	-0
778.763	-0
780.603	-0
782.443	-0
784.284	-0
786.124	-0
787.964	-0
789.804	-0
791.644	-0
793.484	-0
795.324	-0
797.164	-0
799.004	-0
800.844	-0
802.684	-0
804.524	-0
806.364	-0
808.204	-0
810.044	-0
811.884	-0
813.724	-0
815.564	5.47172
817.404	31.4143
819.244	36.8703
821.084	220.668
822.924	188.802
824.764	131.831
826.604	182.814
828.444	63.8959
830.284	58.2966
832.124	122.5
833.964	114.294
835.804	51.7862
837.644	37.2036
839.484	90.1921
841.324	46.92
843.164	33.9178

